time,空口上行业务字节数
2018/5/3 18:00,62173.548
2018/5/3 19:00,54474.883
2018/5/3 20:00,27624.228
2018/5/3 21:00,21973.509
2018/5/3 22:00,18244.449
2018/5/3 23:00,4348.569
2018/5/4 0:00,1
2018/5/4 1:00,1834.365
2018/5/4 2:00,1
2018/5/4 3:00,24.708
2018/5/4 4:00,1
2018/5/4 5:00,16.874
2018/5/4 6:00,12.353
2018/5/4 7:00,4041.293
2018/5/4 8:00,25657.346
2018/5/4 9:00,48867.192
2018/5/4 10:00,70690.749
2018/5/4 11:00,47492.624
2018/5/4 12:00,39763.966
2018/5/4 13:00,36279.588
2018/5/4 14:00,51757.142
2018/5/4 15:00,64764.993
2018/5/4 16:00,59830.453
2018/5/4 17:00,66880.82
2018/5/4 18:00,72166.848
2018/5/4 19:00,71892.069
2018/5/4 20:00,40020.806
2018/5/4 21:00,32278.316
2018/5/4 22:00,51703.332
2018/5/4 23:00,30054.111
